company_name,industry,tier
smart connections,BPO/KPO,3
sms consultancy,BPO/KPO,3
sms recruitments,BPO/KPO,3
soft kept e solution,BPO/KPO,3
softlogic systems,BPO/KPO,3
solutions abridged,BPO/KPO,3
sona yukti pvt ltd,BPO/KPO,3
source for change,BPO/KPO,3
spectrum bpo pvt ltd,BPO/KPO,3
spectrum softtech solutions pvt ltd,BPO/KPO,3
spes management services,BPO/KPO,3
spg infotech,BPO/KPO,3
square one infosolutions pvt ltd.,BPO/KPO,3
srivari tech,BPO/KPO,3
ssd corporate services india pvt. ltd.,BPO/KPO,3
star touch india private limited,BPO/KPO,3
stream growth organization,BPO/KPO,3
suave telecommunication (p) ltd,BPO/KPO,3
suth placements,BPO/KPO,3
sutherland global services,BPO/KPO,3
swasthik sahits solutions private limited,BPO/KPO,3
swastik solutions - hr & recruitment consultancy,BPO/KPO,3
swathi financial services,BPO/KPO,3
synbiz solutions pvt ltd,BPO/KPO,3
syrex infoservices i pvt ltd,BPO/KPO,3
talent pro,BPO/KPO,3
tarang infotech pvt ltd,BPO/KPO,3
team corporate solutons,BPO/KPO,3
teamhunt hr solutions,BPO/KPO,3
teckinfo solutions pvt ltd,BPO/KPO,3
thaya consultancy,BPO/KPO,3
the placement enterprise -delhi ncr,BPO/KPO,3
the professional recruiters,BPO/KPO,3
the recruitment specialists,BPO/KPO,3
tocsys technosolution pvt ltd,BPO/KPO,3
tqa business solutions,BPO/KPO,3
transact bpo services inida pvt ltd,BPO/KPO,3
triune solutions india pvt ltd,BPO/KPO,3
ubics technologies pvt ltd,BPO/KPO,3
uniqualin management system services,BPO/KPO,3
v-bond telesoft pvt ltd,BPO/KPO,3
vap technology (p) ltd.,BPO/KPO,3
vcanjobs,BPO/KPO,3
vee technologies pvt ltd,BPO/KPO,3
venus,BPO/KPO,3
vigna technologies,BPO/KPO,3
vignesh it solutions,BPO/KPO,3
vishakaas solution,BPO/KPO,3
vishwas infosoft solutions pvt ltd,BPO/KPO,3
visionhr,BPO/KPO,3
visvam technologies,BPO/KPO,3
vitalpro technology solutions pvt ltd,BPO/KPO,3
vn solutions pvt ltd,BPO/KPO,3
voicepack infotech pvt ltd,BPO/KPO,3
volen software services pvt ltd,BPO/KPO,3
vsk technologies (p) ltd,BPO/KPO,3
vulcan business solutions pvt ltd,BPO/KPO,3
web tech connect,BPO/KPO,3
welco infotech private limited,BPO/KPO,3
world tele net,BPO/KPO,3
xenon info solutions,BPO/KPO,3
xplonect,BPO/KPO,3
yakkay technologies,BPO/KPO,3
yayin business services pvt ltd,BPO/KPO,3
zac technologies,BPO/KPO,3
ze2i,BPO/KPO,3
aarti medicals pvt ltd,Pharma,3
alta publishing company,Pharma,3
anash clinical research solutions,Pharma,3
angelone placement,Pharma,3
anmol technical training centre,Pharma,3
anush infobase,Pharma,3
athena hr services,Pharma,3
ayurwin pharma,Pharma,3
bhatia consultancy services,Pharma,3
bioclinitech technologies pvt ltd,Pharma,3
bioorganics,Pharma,2
birlamedisoft pvt ltd,Pharma,2
brabender technologie kg,Pharma,3
brawn laboratories ltd,Pharma,3
bridge placement,Pharma,3
cad pharma inc,Pharma,3
calyx info private limited,Pharma,3
cebon india limited,Pharma,3
chempro inspections pvt ltd,Pharma,3
cmc manpower consultants,Pharma,3
concord hr solutions,Pharma,3
cravaka info systems,Pharma,3
creative sense,Pharma,3
crown hr services,Pharma,3
cute solutions,Pharma,3
delvin formulations pvt ltd,Pharma,3
empire consultancy,Pharma,3
eos medical research ltd,Pharma,3
equichem,Pharma,3
falcona india hr services,Pharma,3
fio technologies,Pharma,3
future makers management consultant,Pharma,3
future word,Pharma,3
global health line,Pharma,3
global softech solutions,Pharma,3
glosel india impex pvt ltd,Pharma,3
glow pharma pvt ltd,Pharma,2
gvk biosciences pvt ltd,Pharma,2
gvt engineering (i) pvt ltd,Pharma,3
havoc consultants private ltd,Pharma,3
healthcare recruit,Pharma,3
hellopharma job consultancy services,Pharma,3
hr solutions,Pharma,3
india document solutions private limited,Pharma,3
indo phyto chemicals (p) ltd,Pharma,3
insignia communications pvt ltd,Pharma,3
irec soluions,Pharma,3
jag kamal placements,Pharma,3
jaguar consultancy services,Pharma,3
jeevan yapan,Pharma,3
jobs fountain,Pharma,3
kawarlal & co,Pharma,3
kee pharma ltd,Pharma,3
kevin process technologies pvt ltd,Pharma,3
lark laboratories (india) ltd,Pharma,3
lasons india pvt ltd,Pharma,3
lease hr,Pharma,3
life science recruitment,Pharma,3
linux laboratories pvt ltd,Pharma,3
mahisa electronics,Pharma,3
mccoy expertise,Pharma,3
mclinica health solutions pvt ltd,Pharma,3
meritus life care,Pharma,3
micro therapeutic research labs private limited,Pharma,3
mmsh clinical research pvt ltd,Pharma,3
multiorganics pvt ltd,Pharma,3
naman placements,Pharma,3
nemesis,Pharma,3
neo solutions,Pharma,3
nirmal ayur life pvt ltd,Pharma,3
oak india multistate credit co-operative society,Pharma,3
ordain healthcare pvt ltd,Pharma,3
org ims research pvt ltd,Pharma,3
pamten inc,Pharma,3
peoplesearch consultants,Pharma,3
pfizer,Pharma,3
pharma hr (a division of pharma resource),Pharma,3
pharma jobs home,Pharma,3
pharmaedge educations and placement consultants,Pharma,3
prathima consultancy,Pharma,3
qualtra pharmaceuticals p ltd,Pharma,3
r square placement consultants,Pharma,3
raviraj foils limited,Pharma,3
reannon pharmaceuticals inc,Pharma,3
recruitwell consultants,Pharma,3
ria international llc,Pharma,3
rik careers,Pharma,3
rnr staffing solutions,Pharma,3
rozgar network com,Pharma,3
saarathi healthcare pvt ltd,Pharma,3
scantech laser pvt ltd,Pharma,3
sciformix technologies pvt ltd,Pharma,3
seventh sigma,Pharma,3
spa enertec india,Pharma,3
stansource,Pharma,3
steadfast medishield pvt ltd,Pharma,3
sun placements pvt. ltd. placement,Pharma,3
svizera healthcare,Pharma,3
swaas systems,Pharma,3
symbiosis management consultants,Pharma,3
systopic labs pvt ltd,Pharma,3
talentsource,Pharma,3
tensil glass works,Pharma,3
ultratech india ltd,Pharma,3
unimex pvt ltd,Pharma,3
unmatched solutions pvt ltd,Pharma,3
valiant,Pharma,3
vamser group,Pharma,3
veserv,Pharma,3
virtue insight,Pharma,3
voice hr solutions,Pharma,3
wellforte retail services llp,Pharma,3
western commercial corporation,Pharma,3
wexford laboratories pvt ltd,Pharma,3
whitelake technology solutions pvt ltd,Pharma,3
xertz solutions,Pharma,3
zhikode technologies pvt ltd,Pharma,3
aarex homoeopathy,Healthcare,3
aarti medicals pvt ltd,Healthcare,3
aclientz business solutions,Healthcare,3
advance medicure systems,Healthcare,3
"aizant drug research solutions pvt, Ltd",Healthcare,3
allizhealth,Healthcare,3
allzone management solutions pvt ltd,Healthcare,3
aosta software technologies india ltd,Healthcare,3
apollo hospitals,Healthcare,1
appasamy associates,Healthcare,3
arihant diagnostics,Healthcare,3
asconis,Healthcare,3
astron hospital and health care consultants p ltd,Healthcare,3
aurocare private limited,Healthcare,3
automed systems pvt ltd,Healthcare,3
avana medical devices pvt ltd,Healthcare,3
ayuh-meditech solutions pvt ltd,Healthcare,3
ayurvaid hospitals,Healthcare,3
ayurwin pharma,Healthcare,3
ayushakti health care private limited,Healthcare,3
b l lifesciences pvt ltd,Healthcare,3
bagmane pharmaceuticals pvt. ltd,Healthcare,3
belk healthcare,Healthcare,3
belltrox infotech services,Healthcare,3
bharat biotech international ltd,Healthcare,1
bharat health organization,Healthcare,3
bharath engineering industries,Healthcare,3
bio line laboratory,Healthcare,3
biobase databases india pvt ltd,Healthcare,3
bioclinitech technologies pvt ltd,Healthcare,3
biokart india,Healthcare,3
bionic p&o india pvt ltd,Healthcare,3
biotech vision care pvt ltd,Healthcare,3
bm hospital,Healthcare,3
brawn laboratories ltd,Healthcare,3
broadview health private limited,Healthcare,3
cad pharma inc,Healthcare,3
care worldwide - smo,Healthcare,3
cebon india limited,Healthcare,3
chc group of companies,Healthcare,3
chess healthcare solution,Healthcare,3
clarity speech & hearing centre,Healthcare,3
clinbiotic solutions,Healthcare,3
columbia asia hospitals pvt ltd,Healthcare,1
covalent technologies,Healthcare,3
defi healthcare pvt ltd,Healthcare,3
delvin formulations pvt ltd,Healthcare,3
densol technologies pvt ltd,Healthcare,3
dentasia dental clinic,Healthcare,3
dionex india pvt ltd,Healthcare,3
dominions healthcare pvt ltd,Healthcare,3
dr agarwal,Healthcare,3
dr lal pathlabs pvt ltd,Healthcare,3
dr pbs health and glow clinic pvt ltd,Healthcare,3
dyansys india pvt ltd,Healthcare,3
e-merge tech global services pvt ltd,Healthcare,3
easylife enyerprise pvt ltd,Healthcare,3
ellen hospital,Healthcare,3
emergent medi-tech (india) pvt ltd,Healthcare,3
emprocell clinical research pvt. ltd,Healthcare,3
eos medical research ltd,Healthcare,3
ericson tpa healthcare pvt ltd,Healthcare,3
fernandez hospital,Healthcare,3
fine care biosystem,Healthcare,3
fitho wellness services pvt ltd,Healthcare,3
fortis hospitals,Healthcare,1
fitnesolution,Healthcare,3
fluidda,Healthcare,3
focus clinic care (p) ltd,Healthcare,3
gandhidham jain seva samiti,Healthcare,3
geneombio technologies private limited,Healthcare,3
genomix biotech,Healthcare,3
global health line,Healthcare,3
global medical records,Healthcare,3
glosel india impex pvt ltd,Healthcare,3
glow pharma pvt ltd,Healthcare,3
goldstarhealthcare private limited,Healthcare,3
gorgo: women and kids fitness,Healthcare,3
greenview medical center,Healthcare,3
growdiesel,Healthcare,3
gunasheela surgical & maternity hospital,Healthcare,3
gvk biosciences pvt ltd,Healthcare,2
habib medical center,Healthcare,3
hadi clinic,Healthcare,3
hcg ( health care global enterprises ltd),Healthcare,3
hcg anderson diagnostics,Healthcare,3
health is wealth asia,Healthcare,3
health-shoppe,Healthcare,3
helpingdoc,Healthcare,3
heritage hospital ltd,Healthcare,3
holy biomedicals pvt ltd,Healthcare,3
hospaccx india systems,Healthcare,3
imtec implants pvt ltd,Healthcare,3
indo phyto chemicals (p) ltd,Healthcare,3
inmed equipments pvt ltd,Healthcare,3
iskills solutions,Healthcare,3
jainam wellness ltd,Healthcare,3
jeevaa skin care,Healthcare,3
jj international instruments,Healthcare,3
jq american corporation,Healthcare,3
kee pharma ltd,Healthcare,3
kilpest india ltd,Healthcare,3
kims health care mangement ltd,Healthcare,3
klinik esthetika skin hair and laser center,Healthcare,3
klintelligen health care,Healthcare,3
kothari phytochemicals intl,Healthcare,3
krishnamacharya yoga mandiram,Healthcare,3
lark laboratories (india) ltd,Healthcare,3
lasons india pvt ltd,Healthcare,3
laxai avanti life sciences,Healthcare,3
leadinng medical transcription company,Healthcare,3
lifeforce homeopathy,Healthcare,3
linux laboratories pvt ltd,Healthcare,3
ln lifecare,Healthcare,3
adroit advisory venture india pvt. ltd.,BFS,3
ak capital services ltd,BFS,3
al barakah financial services ltd,BFS,3
amarnath kamath & associates,BFS,3
andromeda marketing,BFS,3
angel broking limited,BFS,2
apnaalife,BFS,3
arihant capital markets limited,BFS,3
aryan share and stock brokers ltd,BFS,3
ascent group,BFS,3
axs online pvt ltd,BFS,3
bajaj allianz life insurance co ltd,BFS,1
balaji equities limited,BFS,3
bharath & co,BFS,3
bhojan capital advisors private limited,BFS,3
blue ocean online tax consultants pvt ltd,BFS,3
bma wealth creators ltd,BFS,3
bss microfinance pvt ltd,BFS,3
bulls n bears and iif,BFS,3
cadel weaving mills co pvt ltd,BFS,3
capital paramount,BFS,3
chakra wealth management advisory ltd,BFS,3
clean finance & investment ltd,BFS,3
commodity brokers india,BFS,3
compsoft,BFS,3
concrete profit,BFS,3
converging miinds management pvt ltd,BFS,3
credila financial services,BFS,3
credit options & marketing,BFS,3
crystaline securities (india) pvt ltd,BFS,3
daygains,BFS,3
decimal point analytics pvt ltd,BFS,3
deloitte,BFS,1
densons finance ltd,BFS,3
dialabank,BFS,3
dsa icici,BFS,3
edelweiss capital ltd,BFS,1
essvee investment advisora pvt ltd,BFS,3
ethos wealth management (p) ltd,BFS,3
excelan consultancy private limited,BFS,3
fairwealth securities private limited,BFS,3
fast track financial services,BFS,3
finvest financial services,BFS,3
flatworld mortgage processing private limited,BFS,3
fpo solutions,BFS,3
fund grow,BFS,3
g k sureka & co,BFS,3
geosansar advisors pvt ltd,BFS,3
global value add business solutions pvt ltd,BFS,3
globalr2r - member,BFS,3
globex advisory ltd,BFS,3
gr kumar & co,BFS,3
guitcom group,BFS,3
haribhakti & co,BFS,3
harvest futures consultants india pvt ltd,BFS,3
hdfc bank ltd,BFS,2
hexaurum,BFS,3
hindusthan microfinance pvt.ltd,BFS,3
ibsn inc,BFS,3
icici bank,BFS,2
idf financial services private limited,BFS,3
idol multi commodity private limited,BFS,3
indenture investments,BFS,3
india capital market,BFS,3
indian school finance company,BFS,3
international money matters,BFS,3
intraday ideas,BFS,3
ipossibilities consulting services,BFS,3
itrust financial advisors pvt ltd,BFS,3
j c khokhani & co,BFS,3
jhaveri securities ltd,BFS,3
jm financial assest management pvt,BFS,3
jrg securities ltd,BFS,3
kamaoindia,BFS,3
kamlesh panjwani & co,BFS,3
kgr securities private limited,BFS,3
khimji kunverji & co,BFS,3
khushi knowledge services pvt ltd,BFS,3
kifs securities pvt ltd,BFS,3
kranthi freelance accounting services,BFS,3
kunvarji finstock,BFS,3
lakhi investment management services ltd,BFS,3
lakshmishree investment & securities p ltd,BFS,3
lic hfl financial services ltd,BFS,3
livetips market research pvt ltd,BFS,3
m-tej consultancy services,BFS,3
macvin consultancy private limited,BFS,3
master trust group,BFS,3
mehta & tadimalla chartered accountants,BFS,3
mennen financial services ltd,BFS,3
merits capital market services,BFS,3
money capitalheight research pvt. ltd,BFS,3
money classic research,BFS,3
money maker research pvt. ltd.,BFS,3
moneyhoney financial services,BFS,3
moneyoptions,BFS,3
motilal oswal,BFS,2
motilal oswal securites limited,BFS,2
mpf advisory india pvt ltd,BFS,3
mplms group of companies,BFS,3
msquare wealth management services pvt ltd,BFS,3
neelakanta prasad & co,BFS,3
nimbus wealth management private ltd,BFS,2
niveshindia,BFS,3
o3 securities private limited,BFS,3
oak india multistate credit co-operative society,BFS,3
open futures,BFS,3
orix auto and infrastructure services limited,BFS,3
paras investments,BFS,3
pe insights,BFS,3
pilot commerial services,BFS,3
plash investment services,BFS,3
precision technical analysis pvt ltd,BFS,3
premier consultancy,BFS,3
prime capital services private limited,BFS,3
prosharpe wealth management pvt ltd,BFS,3
proventure private limited,BFS,3
prudent cas ltd,BFS,3
r b g commodities private limited,BFS,3
r wealth,BFS,3
rj capital overseas pvt ltd,BFS,3
rr financial consultants,BFS,3
rrca & associates,BFS,3
rukshi career academy (p) limited,BFS,3
s ganguli & associates chartered accountants,BFS,3
s m i l e microfinance limited,BFS,3
s ravi & associates,BFS,3
sa marketing,BFS,3
samriddhi group of companies,BFS,3
satin creditcare,BFS,3
sequoia capital,BFS,1
shareking,BFS,3
shriram city union finance,BFS,3
shriram fortune solutions ltd,BFS,3
smc global securities ltd,BFS,3
softech india,BFS,3
spa capital services limited,BFS,3
sree marketing pvt ltd,BFS,3
stci,BFS,3
strategic system solutions,BFS,3
sumedha fiscal services ltd (sfsl),BFS,3
sunflower broking pvt ltd,BFS,3
sunidhi securities and finance ltd,BFS,3
sunkersett financial advisory,BFS,3
sureshot calls,BFS,3
suryoday micro finance private limited,BFS,3
tacorals,BFS,3
the bombay commodity exchange ltd,BFS,3
the equicom financial research pvt ltd,BFS,3
touch stone stock management p ltd,BFS,3
tridhara advisors,BFS,3
trifid research,BFS,3
ujala credit co-operative society,BFS,3
ultraprecise advisors,BFS,3
unicon real estate pvt ltd,BFS,3
universal associates,BFS,3
v financial niche,BFS,3
vaibhav laxmi equity broking private ltd,BFS,3
vbg & co,BFS,3
veezcapital,BFS,3
venice bank consulting,BFS,3
vikson securities pvt ltd,BFS,3
visista insurance broking services pvt ltd,BFS,3
vkc financial services p ltd mumbai,BFS,3
wealthzone financial services (india) pvt ltd,BFS,3
wellinida,BFS,3
xapcorp services,BFS,3
zafin labs,BFS,3
zuari investments ltd,BFS,2
makewell meditour ltd,healthcare,3
manipal hospitals,healthcare,1
mashcom technologies pvt ltd,healthcare,3
maven healthcare pvt ltd,healthcare,3
mdindia health care tpa pvt ltd,healthcare,3
medaccess,healthcare,3
medi assist india tpa pvt ltd,healthcare,3
medical unit,healthcare,3
medicare agencies,healthcare,3
medigain health pvt ltd,healthcare,3
medimart pharmacy,healthcare,3
medink solutions,healthcare,3
mediscape health solutions,healthcare,3
medplus pathlabs private limited,healthcare,3
medskills learning,healthcare,3
mehta international eye institute,healthcare,3
meritus life care,healthcare,3
metaome science informatics (p) ltd,healthcare,3
micro therapeutic research labs private limited,healthcare,3
microwin labs pvt ltd,healthcare,3
mmsh clinical research pvt ltd,healthcare,3
neon laboratories limited,healthcare,3
nesa radiations solutions pvt ltd,healthcare,3
nestem technologies,healthcare,3
nestor pharmaceuticals ltd,healthcare,3
new dimensions international,healthcare,3
new life hospital,healthcare,3
niranthara herbals,healthcare,3
nirmal ayur life pvt ltd,healthcare,3
novoaymes aouth asia private limited,healthcare,3
nu hospitals,healthcare,2
o2healthstudio,healthcare,3
omya medical solutions limited,healthcare,3
ordain healthcare pvt ltd,healthcare,3
paarth multi speciality hospital and trauma centre,healthcare,3
pfizer,healthcare,1
pharmasecure,healthcare,2
physicians angels,healthcare,3
pika medical private limited,healthcare,3
pioneer futuretech healthcare it pvt ltd,healthcare,3
positive life science pvt ltd,healthcare,3
pragati biocare pvt ltd,healthcare,3
primex scans and labs pvt ltd,healthcare,3
prognosys medical systems pvt ltd,healthcare,3
qualiti life,healthcare,3
qualtra pharmaceuticals p ltd,healthcare,3
r k devi memorial hospital,healthcare,3
radiance cosmeceuticals,healthcare,3
rahi care pvt ltd,healthcare,3
rama medicares ltd,healthcare,3
rapidcare,healthcare,3
reannon pharmaceuticals inc,healthcare,3
roland & associates,healthcare,3
romsons,healthcare,3
saarathi healthcare pvt ltd,healthcare,3
sagar hospitals-dsi,healthcare,2
saitronic biomed,healthcare,3
sanjeevani lifesciences,healthcare,3
sanskruti holistic center,healthcare,3
sante mernaud pharmaceuticals pvt ltd,healthcare,3
saudi german hospitals group,healthcare,3
say healthcare pvt ltd,healthcare,3
sbinfomedical,healthcare,3
schneider orthopaedic,healthcare,1
sciformix technologies pvt ltd,healthcare,3
shaligram prasad memorial health care pvt ltd,healthcare,3
shanthi hospital & research centre pvt ltd,healthcare,3
shreevarma bionaturals,healthcare,3
sitaram ayurveda pharmacy limited,healthcare,3
sks hospital india private ltd,healthcare,3
sm diagnostics pvt ltd,healthcare,3
smo-clinica,healthcare,3
snapfitness,healthcare,3
somnia east,healthcare,3
spc lifesciences pvt ltd,healthcare,3
sri sri ayurveda trust,healthcare,3
stansource,healthcare,3
starlife food supplements pvt ltd,healthcare,3
steadfast medishield pvt ltd,healthcare,3
strathspey labs,healthcare,3
stryker global technology center,healthcare,1
surya hospital,healthcare,3
svizera healthcare,healthcare,3
sysbiome technologies,healthcare,3
systopic labs pvt ltd,healthcare,3
talwalkars better value fitness ltd,healthcare,3
tara homeopathy clinic,healthcare,3
texbiosciences (p) ltd,healthcare,3
the computants,healthcare,3
the lady hospitals,healthcare,3
the skin centre,healthcare,3
themis pharmaceuticals,healthcare,3
transgene biotek ltd,healthcare,3
trivitron gp of companies,healthcare,3
ummal qura general hospital,healthcare,3
unicorn systems,healthcare,3
unimex pvt ltd,healthcare,3
unique diagnostics,healthcare,3
valuepoint knowledgeworks (p) ltd,healthcare,3
vans information limited,healthcare,3
vedicure wellness pvt ltd,healthcare,3
vee technologies pvt ltd,healthcare,3
veeda clinical research,healthcare,3
vidhata agritech pvt ltd,healthcare,3
vittals medicare pvt ltd,healthcare,3
watch my health,healthcare,3
wellforte retail services llp,healthcare,3
wexford laboratories pvt ltd,healthcare,3
xertz solutions,healthcare,3
zetta healthever pvt. ltd.,healthcare,3
4ftbsys (p) ltd,Infrastructure and Construction,3
7real estate consultants,Infrastructure and Construction,3
a.a.nayak constructions pvt ltd,Infrastructure and Construction,3
aakruthi group,Infrastructure and Construction,2
abode realtors,Infrastructure and Construction,3
access realty solutions private limited,Infrastructure and Construction,3
admac,Infrastructure and Construction,3
afcons infrastructure ltd,Infrastructure and Construction,3
agni,Infrastructure and Construction,3
ahlcons,Infrastructure and Construction,3
aip group,Infrastructure and Construction,3
alps prime spaces pvt ltd,Infrastructure and Construction,3
ampa skywalk,Infrastructure and Construction,2
ample properties,Infrastructure and Construction,3
amr constructions limited,Infrastructure and Construction,3
ancon institute of interior design,Infrastructure and Construction,3
annai orchards (p) ltd,Infrastructure and Construction,3
apaar enterprises,Infrastructure and Construction,3
apeksha build homes pvt ltd,Infrastructure and Construction,3
arab land group (alg),Infrastructure and Construction,3
arihant shelters (india) limited,Infrastructure and Construction,3
arihant superstructures ltd,Infrastructure and Construction,3
artefact projects ltd,Infrastructure and Construction,3
arya gruha pvt ltd,Infrastructure and Construction,3
ashiana design consutants pvt ltd,Infrastructure and Construction,3
asipac,Infrastructure and Construction,3
ask real one infra pvt ltd,Infrastructure and Construction,3
atul engineering pvt ltd,Infrastructure and Construction,3
automorph design works,Infrastructure and Construction,3
avinash khosla and associates,Infrastructure and Construction,3
axis,Infrastructure and Construction,3
baba ventures private limited,Infrastructure and Construction,3
bansal india,Infrastructure and Construction,3
bansal real estate investments & management p ltd,Infrastructure and Construction,3
baton infrastructures limited,Infrastructure and Construction,3
bcil-biodiversity conservation india pvt ltd,Infrastructure and Construction,3
beam team india,Infrastructure and Construction,3
besten engineers and consultants india pvt ltd,Infrastructure and Construction,3
bfk studio,Infrastructure and Construction,3
bharadwaj bharadwaj & associates,Infrastructure and Construction,3
biraja construction pvt ltd,Infrastructure and Construction,3
black & white aventura llp,Infrastructure and Construction,3
blue valley properties private limited,Infrastructure and Construction,3
bmf total solutions,Infrastructure and Construction,3
bombay homes,Infrastructure and Construction,3
bookaprop,Infrastructure and Construction,3
bscpl infrastructure limited,Infrastructure and Construction,3
bull machine pvt ltd,Infrastructure and Construction,3
camron infrastructure india ltd,Infrastructure and Construction,3
capable realty,Infrastructure and Construction,3
ccarrera(india)inc,Infrastructure and Construction,3
cherry hill interiors ltd,Infrastructure and Construction,3
chesdin homes,Infrastructure and Construction,3
chitte industries,Infrastructure and Construction,3
cistron infotek,Infrastructure and Construction,3
citi reality infrastructures,Infrastructure and Construction,3
clover builders,Infrastructure and Construction,3
cna architects,Infrastructure and Construction,3
coastal projects limited,Infrastructure and Construction,3
collage group,Infrastructure and Construction,3
concorde group,Infrastructure and Construction,2
copernicus india housing pvt ltd,Infrastructure and Construction,3
cosmic group,Infrastructure and Construction,3
cosmic structures pvt ltd,Infrastructure and Construction,3
cosmos shelters and interiors (p) ltd,Infrastructure and Construction,3
crimson realty,Infrastructure and Construction,3
crown group,Infrastructure and Construction,3
cysha interior pvt ltd,Infrastructure and Construction,3
d k group of companies,Infrastructure and Construction,3
daksha projects private limited,Infrastructure and Construction,3
darode jog builders pvt ltd,Infrastructure and Construction,3
dawn digital private limited,Infrastructure and Construction,3
dbm geotechnics & constructions pvt ltd,Infrastructure and Construction,3
dbs affordable home strategy limited,Infrastructure and Construction,3
devddom interiors,Infrastructure and Construction,3
dhruva associates,Infrastructure and Construction,3
disha interiors pvt ltd,Infrastructure and Construction,3
dp infosoft technologies pvt ltd,Infrastructure and Construction,3
dream unlimited infraserv pvt ltd,Infrastructure and Construction,3
dynamace corporation,Infrastructure and Construction,3
e and a constructions private limited,Infrastructure and Construction,3
eastbrook landholdings pvt ltd,Infrastructure and Construction,3
ecoshield solutions pvt ltd,Infrastructure and Construction,3
efs facilities services,Infrastructure and Construction,3
elaan,Infrastructure and Construction,3
envoy interiors,Infrastructure and Construction,3
essence interiors,Infrastructure and Construction,3
esteemed real estate organization,Infrastructure and Construction,3
excellence shelters pvt ltd,Infrastructure and Construction,3
express infrastructure private limited,Infrastructure and Construction,3
fairwood consultants,Infrastructure and Construction,3
ferozes estates and properties,Infrastructure and Construction,3
finesse interiors & consultants,Infrastructure and Construction,3
fire luxur developers pvt ltd,Infrastructure and Construction,3
five elements,Infrastructure and Construction,3
form & space,Infrastructure and Construction,3
fortuna,Infrastructure and Construction,3
fortune resources pvt limited,Infrastructure and Construction,3
four ps infrastructure pvt ltd,Infrastructure and Construction,3
fourth axis architects,Infrastructure and Construction,3
frameworkz,Infrastructure and Construction,3
freight wings (p) ltd,Infrastructure and Construction,3
fyfe (india) pvt ltd,Infrastructure and Construction,3
g-con infrastructure pvt. ltd.,Infrastructure and Construction,3
galaxy international realtech pvt ltd,Infrastructure and Construction,3
galaxy survey engineering,Infrastructure and Construction,3
genesis habitat,Infrastructure and Construction,3
gennext infratech pvt. ltd.,Infrastructure and Construction,3
geohomz developers india (p) ltd,Infrastructure and Construction,3
gharaonda interiors pvt ltd,Infrastructure and Construction,3
glitzrealcon pvt ltd,Infrastructure and Construction,3
gmdac,Infrastructure and Construction,3
god will real estate pvt ltd,Infrastructure and Construction,3
goel agencies pvt ltd,Infrastructure and Construction,3
goldmine developers pvt ltd,Infrastructure and Construction,3
grandtech homes,Infrastructure and Construction,3
greenlounge,Infrastructure and Construction,3
greenpiece landscapes india pvt ltd,Infrastructure and Construction,3
gulshan estate agents pvt ltd,Infrastructure and Construction,3
gulshan properties,Infrastructure and Construction,3
h&h mech tech,Infrastructure and Construction,3
hajee a p bava & co,Infrastructure and Construction,3
halda office systems pvt ltd,Infrastructure and Construction,3
harji engineering (p) limited,Infrastructure and Construction,3
hbo+emtb,Infrastructure and Construction,3
hcp design and project management pvt ltd,Infrastructure and Construction,3
heramb structrural pvt ltd,Infrastructure and Construction,3
hi-q design & detailing services pvt ltd,Infrastructure and Construction,3
hicon hera buildtech pvt ltd,Infrastructure and Construction,3
high point rendel,Infrastructure and Construction,3
home360,Infrastructure and Construction,3
homz solutions,Infrastructure and Construction,3
hot properties & finance consultant,Infrastructure and Construction,3
housing development & infrastructure ltd (hdil),Infrastructure and Construction,3
ikus interior studios,Infrastructure and Construction,3
impero developers private limited,Infrastructure and Construction,3
inc developers,Infrastructure and Construction,3
indiana properties,Infrastructure and Construction,3
indiaproperties com pvt ltd,Infrastructure and Construction,3
infra 13 (p) ltd,Infrastructure and Construction,3
innovions consulting pvt ltd,Infrastructure and Construction,3
inspirationz,Infrastructure and Construction,3
interprise innovation india,Infrastructure and Construction,3
investinnest,Infrastructure and Construction,3
investors vision infraventures pvt ltd,Infrastructure and Construction,3
istructure,Infrastructure and Construction,3
jacsons furniture pvt ltd,Infrastructure and Construction,3
jai sai realheight marketing pvt. ltd.,Infrastructure and Construction,3
jain housing,Infrastructure and Construction,2
jain properties,Infrastructure and Construction,3
jainson infracom,Infrastructure and Construction,3
jaypee projects ltd,Infrastructure and Construction,3
jll,Infrastructure and Construction,3
jp parekh,Infrastructure and Construction,3
k world estate pvt ltd,Infrastructure and Construction,3
kaito industry,Infrastructure and Construction,3
kalky interior,Infrastructure and Construction,3
kamdhenu cement ltd,Infrastructure and Construction,3
khubchandani interbuilt pvt ltd,Infrastructure and Construction,3
kiran techno services (p) ltd,Infrastructure and Construction,3
kivar environ private limited,Infrastructure and Construction,3
klassic constructions pvt ltd,Infrastructure and Construction,3
klb & sons,Infrastructure and Construction,3
kmip ltd,Infrastructure and Construction,3
knchan infrastructures ltd,Infrastructure and Construction,3
kolkata properties,Infrastructure and Construction,3
kottakkal wood complex,Infrastructure and Construction,3
krisako,Infrastructure and Construction,3
kristal group,Infrastructure and Construction,3
kriticons ltd,Infrastructure and Construction,3
lokus design pvt ltd,Infrastructure and Construction,3
lunkad realty,Infrastructure and Construction,3
m v projects (india) pvt ltd,Infrastructure and Construction,3
m/s ankur associates,Infrastructure and Construction,3
